"Notes"	"Gender"	"Gender Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"Female"	"F"	"75-79 years"	"75-79"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	5030	Not Applicable	Not Applicable
	"Female"	"F"	"75-79 years"	"75-79"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	1838	Not Applicable	Not Applicable
	"Female"	"F"	"80-84 years"	"80-84"	"#Septicemia (A40-A41)"	"GR113-010"	4591	Not Applicable	Not Applicable
	"Female"	"F"	"80-84 years"	"80-84"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	57574	Not Applicable	Not Applicable
	"Female"	"F"	"80-84 years"	"80-84"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	7917	Not Applicable	Not Applicable
	"Female"	"F"	"80-84 years"	"80-84"	"#Alzheimer disease (G30)"	"GR113-052"	20537	Not Applicable	Not Applicable
	"Female"	"F"	"80-84 years"	"80-84"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	64434	Not Applicable	Not Applicable
	"Female"	"F"	"80-84 years"	"80-84"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	20408	Not Applicable	Not Applicable
	"Female"	"F"	"80-84 years"	"80-84"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	6029	Not Applicable	Not Applicable
	"Female"	"F"	"80-84 years"	"80-84"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	23033	Not Applicable	Not Applicable
	"Female"	"F"	"80-84 years"	"80-84"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	5059	Not Applicable	Not Applicable
	"Female"	"F"	"80-84 years"	"80-84"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	6112	Not Applicable	Not Applicable
	"Female"	"F"	"80-84 years"	"80-84"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	2686	Not Applicable	Not Applicable
	"Female"	"F"	"85-89 years"	"85-89"	"#Septicemia (A40-A41)"	"GR113-010"	5117	Not Applicable	Not Applicable
	"Female"	"F"	"85-89 years"	"85-89"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	49147	Not Applicable	Not Applicable
	"Female"	"F"	"85-89 years"	"85-89"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	7952	Not Applicable	Not Applicable
	"Female"	"F"	"85-89 years"	"85-89"	"#Alzheimer disease (G30)"	"GR113-052"	32944	Not Applicable	Not Applicable
	"Female"	"F"	"85-89 years"	"85-89"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	90832	Not Applicable	Not Applicable
	"Female"	"F"	"85-89 years"	"85-89"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	28188	Not Applicable	Not Applicable
	"Female"	"F"	"85-89 years"	"85-89"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	8102	Not Applicable	Not Applicable
	"Female"	"F"	"85-89 years"	"85-89"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	21998	Not Applicable	Not Applicable
	"Female"	"F"	"85-89 years"	"85-89"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	5621	Not Applicable	Not Applicable
	"Female"	"F"	"85-89 years"	"85-89"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	6774	Not Applicable	Not Applicable
	"Female"	"F"	"85-89 years"	"85-89"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	3991	Not Applicable	Not Applicable
	"Female"	"F"	"90-94 years"	"90-94"	"#Septicemia (A40-A41)"	"GR113-010"	3785	Not Applicable	Not Applicable
	"Female"	"F"	"90-94 years"	"90-94"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	29075	Not Applicable	Not Applicable
	"Female"	"F"	"90-94 years"	"90-94"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	5579	Not Applicable	Not Applicable
	"Female"	"F"	"90-94 years"	"90-94"	"#Alzheimer disease (G30)"	"GR113-052"	35707	Not Applicable	Not Applicable
	"Female"	"F"	"90-94 years"	"90-94"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	94561	Not Applicable	Not Applicable
	"Female"	"F"	"90-94 years"	"90-94"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	26897	Not Applicable	Not Applicable
	"Female"	"F"	"90-94 years"	"90-94"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	8256	Not Applicable	Not Applicable
	"Female"	"F"	"90-94 years"	"90-94"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	15210	Not Applicable	Not Applicable
	"Female"	"F"	"90-94 years"	"90-94"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	3916	Not Applicable	Not Applicable
	"Female"	"F"	"90-94 years"	"90-94"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	5725	Not Applicable	Not Applicable
	"Female"	"F"	"90-94 years"	"90-94"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	5099	Not Applicable	Not Applicable
	"Female"	"F"	"95-99 years"	"95-99"	"#Septicemia (A40-A41)"	"GR113-010"	1513	Not Applicable	Not Applicable
	"Female"	"F"	"95-99 years"	"95-99"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	9143	Not Applicable	Not Applicable
	"Female"	"F"	"95-99 years"	"95-99"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	2018	Not Applicable	Not Applicable
	"Female"	"F"	"95-99 years"	"95-99"	"#Alzheimer disease (G30)"	"GR113-052"	18656	Not Applicable	Not Applicable
	"Female"	"F"	"95-99 years"	"95-99"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	49285	Not Applicable	Not Applicable
	"Female"	"F"	"95-99 years"	"95-99"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	12768	Not Applicable	Not Applicable
	"Female"	"F"	"95-99 years"	"95-99"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	4238	Not Applicable	Not Applicable
	"Female"	"F"	"95-99 years"	"95-99"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	5667	Not Applicable	Not Applicable
	"Female"	"F"	"95-99 years"	"95-99"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	1599	Not Applicable	Not Applicable
	"Female"	"F"	"95-99 years"	"95-99"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	2431	Not Applicable	Not Applicable
	"Female"	"F"	"95-99 years"	"95-99"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	3333	Not Applicable	Not Applicable
	"Female"	"F"	"100+ years"	"100+"	"#Septicemia (A40-A41)"	"GR113-010"	302	Not Applicable	Not Applicable
	"Female"	"F"	"100+ years"	"100+"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	1328	Not Applicable	Not Applicable
	"Female"	"F"	"100+ years"	"100+"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	377	Not Applicable	Not Applicable
	"Female"	"F"	"100+ years"	"100+"	"#Alzheimer disease (G30)"	"GR113-052"	4194	Not Applicable	Not Applicable
	"Female"	"F"	"100+ years"	"100+"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	12525	Not Applicable	Not Applicable
	"Female"	"F"	"100+ years"	"100+"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	2743	Not Applicable	Not Applicable
	"Female"	"F"	"100+ years"	"100+"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	1183	Not Applicable	Not Applicable
	"Female"	"F"	"100+ years"	"100+"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	990	Not Applicable	Not Applicable
	"Female"	"F"	"100+ years"	"100+"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	329	Not Applicable	Not Applicable
	"Female"	"F"	"100+ years"	"100+"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	574	Not Applicable	Not Applicable
	"Female"	"F"	"100+ years"	"100+"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	1469	Not Applicable	Not Applicable
	"Female"	"F"	"Not Stated"	"NS"	"#Septicemia (A40-A41)"	"GR113-010"	0	Not Applicable	Not Applicable
	"Female"	"F"	"Not Stated"	"NS"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	5	Not Applicable	Not Applicable
	"Female"	"F"	"Not Stated"	"NS"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1	Not Applicable	Not Applicable
	"Female"	"F"	"Not Stated"	"NS"	"#Alzheimer disease (G30)"	"GR113-052"	1	Not Applicable	Not Applicable
	"Female"	"F"	"Not Stated"	"NS"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	15	Not Applicable	Not Applicable
	"Female"	"F"	"Not Stated"	"NS"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	5	Not Applicable	Not Applicable
	"Female"	"F"	"Not Stated"	"NS"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	0	Not Applicable	Not Applicable
	"Female"	"F"	"Not Stated"	"NS"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1	Not Applicable	Not Applicable
	"Female"	"F"	"Not Stated"	"NS"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	0	Not Applicable	Not Applicable
	"Female"	"F"	"Not Stated"	"NS"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	3	Not Applicable	Not Applicable
	"Female"	"F"	"Not Stated"	"NS"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	11	Not Applicable	Not Applicable
	"Male"	"M"	"< 1 year"	"1"	"#Septicemia (A40-A41)"	"GR113-010"	146	Not Applicable	Not Applicable
	"Male"	"M"	"< 1 year"	"1"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	46	Not Applicable	Not Applicable
	"Male"	"M"	"< 1 year"	"1"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	3	Not Applicable	Not Applicable
	"Male"	"M"	"< 1 year"	"1"	"#Alzheimer disease (G30)"	"GR113-052"	0	Not Applicable	Not Applicable
	"Male"	"M"	"< 1 year"	"1"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	252	Not Applicable	Not Applicable
	"Male"	"M"	"< 1 year"	"1"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	97	Not Applicable	Not Applicable
	"Male"	"M"	"< 1 year"	"1"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	158	Not Applicable	Not Applicable
	"Male"	"M"	"< 1 year"	"1"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	26	Not Applicable	Not Applicable
	"Male"	"M"	"< 1 year"	"1"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	230	Not Applicable	Not Applicable
	"Male"	"M"	"< 1 year"	"1"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	73	Not Applicable	Not Applicable
	"Male"	"M"	"< 1 year"	"1"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	2568	Not Applicable	Not Applicable
	"Male"	"M"	"1-4 years"	"1-4"	"#Septicemia (A40-A41)"	"GR113-010"	51	Not Applicable	Not Applicable
	"Male"	"M"	"1-4 years"	"1-4"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	337	Not Applicable	Not Applicable
	"Male"	"M"	"1-4 years"	"1-4"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	4	Not Applicable	Not Applicable
	"Male"	"M"	"1-4 years"	"1-4"	"#Alzheimer disease (G30)"	"GR113-052"	0	Not Applicable	Not Applicable
	"Male"	"M"	"1-4 years"	"1-4"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	117	Not Applicable	Not Applicable
	"Male"	"M"	"1-4 years"	"1-4"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	42	Not Applicable	Not Applicable
	"Male"	"M"	"1-4 years"	"1-4"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	86	Not Applicable	Not Applicable
	"Male"	"M"	"1-4 years"	"1-4"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	41	Not Applicable	Not Applicable
	"Male"	"M"	"1-4 years"	"1-4"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	90	Not Applicable	Not Applicable
	"Male"	"M"	"1-4 years"	"1-4"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	10	Not Applicable	Not Applicable
	"Male"	"M"	"1-4 years"	"1-4"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	242	Not Applicable	Not Applicable
	"Male"	"M"	"5-9 years"	"5-9"	"#Septicemia (A40-A41)"	"GR113-010"	30	Not Applicable	Not Applicable
	"Male"	"M"	"5-9 years"	"5-9"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	384	Not Applicable	Not Applicable
	"Male"	"M"	"5-9 years"	"5-9"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	3	Not Applicable	Not Applicable
	"Male"	"M"	"5-9 years"	"5-9"	"#Alzheimer disease (G30)"	"GR113-052"	0	Not Applicable	Not Applicable
	"Male"	"M"	"5-9 years"	"5-9"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	68	Not Applicable	Not Applicable
	"Male"	"M"	"5-9 years"	"5-9"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	30	Not Applicable	Not Applicable
	"Male"	"M"	"5-9 years"	"5-9"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	34	Not Applicable	Not Applicable
	"Male"	"M"	"5-9 years"	"5-9"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	72	Not Applicable	Not Applicable
	"Male"	"M"	"5-9 years"	"5-9"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	36	Not Applicable	Not Applicable
	"Male"	"M"	"5-9 years"	"5-9"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	6	Not Applicable	Not Applicable
	"Male"	"M"	"5-9 years"	"5-9"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	36	Not Applicable	Not Applicable
	"Male"	"M"	"10-14 years"	"10-14"	"#Septicemia (A40-A41)"	"GR113-010"	22	Not Applicable	Not Applicable
	"Male"	"M"	"10-14 years"	"10-14"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	402	Not Applicable	Not Applicable
	"Male"	"M"	"10-14 years"	"10-14"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	21	Not Applicable	Not Applicable
	"Male"	"M"	"10-14 years"	"10-14"	"#Alzheimer disease (G30)"	"GR113-052"	0	Not Applicable	Not Applicable
	"Male"	"M"	"10-14 years"	"10-14"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	107	Not Applicable	Not Applicable
	"Male"	"M"	"10-14 years"	"10-14"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	48	Not Applicable	Not Applicable
	"Male"	"M"	"10-14 years"	"10-14"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	35	Not Applicable	Not Applicable
	"Male"	"M"	"10-14 years"	"10-14"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	68	Not Applicable	Not Applicable
	"Male"	"M"	"10-14 years"	"10-14"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	19	Not Applicable	Not Applicable
	"Male"	"M"	"10-14 years"	"10-14"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	5	Not Applicable	Not Applicable
	"Male"	"M"	"10-14 years"	"10-14"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	52	Not Applicable	Not Applicable
	"Male"	"M"	"15-19 years"	"15-19"	"#Septicemia (A40-A41)"	"GR113-010"	42	Not Applicable	Not Applicable
	"Male"	"M"	"15-19 years"	"15-19"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	602	Not Applicable	Not Applicable
	"Male"	"M"	"15-19 years"	"15-19"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	49	Not Applicable	Not Applicable
	"Male"	"M"	"15-19 years"	"15-19"	"#Alzheimer disease (G30)"	"GR113-052"	0	Not Applicable	Not Applicable
	"Male"	"M"	"15-19 years"	"15-19"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	327	Not Applicable	Not Applicable
	"Male"	"M"	"15-19 years"	"15-19"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	46	Not Applicable	Not Applicable
	"Male"	"M"	"15-19 years"	"15-19"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	61	Not Applicable	Not Applicable
	"Male"	"M"	"15-19 years"	"15-19"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	58	Not Applicable	Not Applicable
	"Male"	"M"	"15-19 years"	"15-19"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	47	Not Applicable	Not Applicable
	"Male"	"M"	"15-19 years"	"15-19"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	8	Not Applicable	Not Applicable
	"Male"	"M"	"15-19 years"	"15-19"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	189	Not Applicable	Not Applicable
	"Male"	"M"	"20-24 years"	"20-24"	"#Septicemia (A40-A41)"	"GR113-010"	73	Not Applicable	Not Applicable
	"Male"	"M"	"20-24 years"	"20-24"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	807	Not Applicable	Not Applicable
	"Male"	"M"	"20-24 years"	"20-24"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	139	Not Applicable	Not Applicable
	"Male"	"M"	"20-24 years"	"20-24"	"#Alzheimer disease (G30)"	"GR113-052"	0	Not Applicable	Not Applicable
	"Male"	"M"	"20-24 years"	"20-24"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	704	Not Applicable	Not Applicable
	"Male"	"M"	"20-24 years"	"20-24"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	80	Not Applicable	Not Applicable
	"Male"	"M"	"20-24 years"	"20-24"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	131	Not Applicable	Not Applicable
	"Male"	"M"	"20-24 years"	"20-24"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	128	Not Applicable	Not Applicable
	"Male"	"M"	"20-24 years"	"20-24"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	72	Not Applicable	Not Applicable
	"Male"	"M"	"20-24 years"	"20-24"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	26	Not Applicable	Not Applicable
	"Male"	"M"	"20-24 years"	"20-24"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	382	Not Applicable	Not Applicable
	"Male"	"M"	"25-29 years"	"25-29"	"#Septicemia (A40-A41)"	"GR113-010"	132	Not Applicable	Not Applicable
	"Male"	"M"	"25-29 years"	"25-29"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	1166	Not Applicable	Not Applicable
	"Male"	"M"	"25-29 years"	"25-29"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	308	Not Applicable	Not Applicable
	"Male"	"M"	"25-29 years"	"25-29"	"#Alzheimer disease (G30)"	"GR113-052"	0	Not Applicable	Not Applicable
	"Male"	"M"	"25-29 years"	"25-29"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	1469	Not Applicable	Not Applicable
	"Male"	"M"	"25-29 years"	"25-29"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	200	Not Applicable	Not Applicable
	"Male"	"M"	"25-29 years"	"25-29"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	173	Not Applicable	Not Applicable
	"Male"	"M"	"25-29 years"	"25-29"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	138	Not Applicable	Not Applicable
	"Male"	"M"	"25-29 years"	"25-29"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	98	Not Applicable	Not Applicable
	"Male"	"M"	"25-29 years"	"25-29"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	98	Not Applicable	Not Applicable
	"Male"	"M"	"25-29 years"	"25-29"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	542	Not Applicable	Not Applicable
	"Male"	"M"	"30-34 years"	"30-34"	"#Septicemia (A40-A41)"	"GR113-010"	196	Not Applicable	Not Applicable
	"Male"	"M"	"30-34 years"	"30-34"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	1765	Not Applicable	Not Applicable
	"Male"	"M"	"30-34 years"	"30-34"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	462	Not Applicable	Not Applicable
	"Male"	"M"	"30-34 years"	"30-34"	"#Alzheimer disease (G30)"	"GR113-052"	0	Not Applicable	Not Applicable
	"Male"	"M"	"30-34 years"	"30-34"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	2590	Not Applicable	Not Applicable
	"Male"	"M"	"30-34 years"	"30-34"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	348	Not Applicable	Not Applicable
	"Male"	"M"	"30-34 years"	"30-34"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	214	Not Applicable	Not Applicable
	"Male"	"M"	"30-34 years"	"30-34"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	152	Not Applicable	Not Applicable
	"Male"	"M"	"30-34 years"	"30-34"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	125	Not Applicable	Not Applicable
	"Male"	"M"	"30-34 years"	"30-34"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	150	Not Applicable	Not Applicable
	"Male"	"M"	"30-34 years"	"30-34"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	603	Not Applicable	Not Applicable
	"Male"	"M"	"35-39 years"	"35-39"	"#Septicemia (A40-A41)"	"GR113-010"	287	Not Applicable	Not Applicable
	"Male"	"M"	"35-39 years"	"35-39"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	2843	Not Applicable	Not Applicable
	"Male"	"M"	"35-39 years"	"35-39"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	776	Not Applicable	Not Applicable
	"Male"	"M"	"35-39 years"	"35-39"	"#Alzheimer disease (G30)"	"GR113-052"	2	Not Applicable	Not Applicable
	"Male"	"M"	"35-39 years"	"35-39"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	4373	Not Applicable	Not Applicable
	"Male"	"M"	"35-39 years"	"35-39"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	567	Not Applicable	Not Applicable
	"Male"	"M"	"35-39 years"	"35-39"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	339	Not Applicable	Not Applicable
	"Male"	"M"	"35-39 years"	"35-39"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	217	Not Applicable	Not Applicable
	"Male"	"M"	"35-39 years"	"35-39"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	184	Not Applicable	Not Applicable
	"Male"	"M"	"35-39 years"	"35-39"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	263	Not Applicable	Not Applicable
	"Male"	"M"	"35-39 years"	"35-39"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	595	Not Applicable	Not Applicable
	"Male"	"M"	"40-44 years"	"40-44"	"#Septicemia (A40-A41)"	"GR113-010"	461	Not Applicable	Not Applicable
	"Male"	"M"	"40-44 years"	"40-44"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	4824	Not Applicable	Not Applicable
	"Male"	"M"	"40-44 years"	"40-44"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1317	Not Applicable	Not Applicable
	"Male"	"M"	"40-44 years"	"40-44"	"#Alzheimer disease (G30)"	"GR113-052"	5	Not Applicable	Not Applicable
	"Male"	"M"	"40-44 years"	"40-44"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	7693	Not Applicable	Not Applicable
	"Male"	"M"	"40-44 years"	"40-44"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1046	Not Applicable	Not Applicable
	"Male"	"M"	"40-44 years"	"40-44"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	419	Not Applicable	Not Applicable
	"Male"	"M"	"40-44 years"	"40-44"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	330	Not Applicable	Not Applicable
	"Male"	"M"	"40-44 years"	"40-44"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	279	Not Applicable	Not Applicable
	"Male"	"M"	"40-44 years"	"40-44"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	418	Not Applicable	Not Applicable
	"Male"	"M"	"40-44 years"	"40-44"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	600	Not Applicable	Not Applicable
	"Male"	"M"	"45-49 years"	"45-49"	"#Septicemia (A40-A41)"	"GR113-010"	757	Not Applicable	Not Applicable
	"Male"	"M"	"45-49 years"	"45-49"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	10214	Not Applicable	Not Applicable
	"Male"	"M"	"45-49 years"	"45-49"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	2371	Not Applicable	Not Applicable
	"Male"	"M"	"45-49 years"	"45-49"	"#Alzheimer disease (G30)"	"GR113-052"	15	Not Applicable	Not Applicable
	"Male"	"M"	"45-49 years"	"45-49"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	13857	Not Applicable	Not Applicable
	"Male"	"M"	"45-49 years"	"45-49"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1800	Not Applicable	Not Applicable
	"Male"	"M"	"45-49 years"	"45-49"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	697	Not Applicable	Not Applicable
	"Male"	"M"	"45-49 years"	"45-49"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	792	Not Applicable	Not Applicable
